EMP_NO,SIGLE,Essence_latin,DHP,Longitude,Latitude
81588,ACPL,Acer platanoides,31,-73.577462,45.442381
81589,PIPU,Picea pungens,27,-73.56153,45.463659
81590,PNNIAU,Pinus nigra 'Austriaca',39,-73.566694,45.452979
81591,PIPU,Picea pungens,21,-73.561557,45.46365
81592,PIPU,Picea pungens,18,-73.561547,45.463676
81593,PNNIAU,Pinus nigra 'Austriaca',26,-73.56671,45.452994
81594,SAALTR,Salix alba 'Tristis',42,-73.552973,45.463247
81595,PIPU,Picea pungens,22,-73.561581,45.463654
81596,GLTRIN,Gleditsia triacanthos var. inermis,16,-73.561765,45.463726
81598,POALPY,Populus alba 'Pyramidalis',10,-73.562538,45.456958
81599,PNSY,Pinus sylvestris,23,-73.560917,45.464087
81601,PNNIAU,Pinus nigra 'Austriaca',37,-73.567109,45.452716
81602,ACPL,Acer platanoides,74,-73.577464,45.442517
81603,ACPL,Acer platanoides,101,-73.577063,45.442504
81604,PIGL,Picea glauca,26,-73.552998,45.463539
81605,FRAM,Fraxinus americana,29,-73.553309,45.463267
81606,PIGL,Picea glauca,22,-73.553017,45.463517
81608,GLTRIN,Gleditsia triacanthos var. inermis,18,-73.561759,45.463849
81609,POALPY,Populus alba 'Pyramidalis',21,-73.562476,45.457051
81610,POBA,Populus balsamifera,52,-73.546632,45.450862
81611,TA,Taxus,105,-73.577511,45.442382
81612,PNNIAU,Pinus nigra 'Austriaca',17,-73.562321,45.464632
81613,POALPY,Populus alba 'Pyramidalis',51,-73.562485,45.457035
81614,GLTRSH,Gleditsia triacanthos 'Shademaster',25,-73.575405,45.444033
81615,PIGLPE,Picea glauca 'Pendula',18,-73.539839,45.462424
81616,PNCO,Pinus contorta,14,-73.560787,45.464299
81617,PIPU,Picea pungens,28,-73.539719,45.462437
81618,SYREIS,Syringa reticulata 'Ivory Silk',11,-73.560778,45.461467
81619,PIPU,Picea pungens,28,-73.539668,45.462452
81620,PODE,Populus deltoides,66,-73.560725,45.464354
81621,PIPUGL,Picea pungens 'Glauca',22,-73.563703,45.4561
81622,FRPE,Fraxinus pennsylvanica,69,-73.56632,45.453501
81623,MA,Malus,20,-73.560641,45.461368
81624,THOC,Thuja occidentalis,48,-73.566209,45.453448
81625,ACPL,Acer platanoides,16,-73.561107,45.46177
81626,POBA,Populus balsamifera,13,-73.559382,45.469297
81627,THOC,Thuja occidentalis,22,-73.566376,45.453513
81628,MA,Malus,21,-73.56067,45.461435
81629,POALPY,Populus alba 'Pyramidalis',8,-73.562548,45.456993
81630,SYREIS,Syringa reticulata 'Ivory Silk',13,-73.56088,45.461827
81631,FRPE,Fraxinus pennsylvanica,36,-73.53969,45.46187
81632,SYREIS,Syringa reticulata 'Ivory Silk',13,-73.560917,45.46186
81633,FRPE,Fraxinus pennsylvanica,37,-73.539735,45.461743
81634,ULPU,Ulmus pumila,19,-73.56093,45.46706
81635,ULPU,Ulmus pumila,20,-73.560945,45.467061
81636,QUPA,Quercus palustris,36,-73.562314,45.465423
81637,QUPA,Quercus palustris,36,-73.562337,45.465454
81638,ULPU,Ulmus pumila,38,-73.560369,45.466786
81639,PIAB,Picea abies,16,-73.562319,45.460987
81640,GLTRSK,Gleditsia triacanthos 'Skyline',38,-73.567944,45.450382
81641,PNNIAU,Pinus nigra 'Austriaca',30,-73.562198,45.465703
81642,ACPL,Acer platanoides,44,-73.57378,45.444951
81643,ACRU,Acer rubrum,33,-73.573954,45.444935
81644,ULPU,Ulmus pumila,32,-73.56125,45.467104
81645,PIGL,Picea glauca,8,-73.540776,45.47414
81646,ULPU,Ulmus pumila,25,-73.561262,45.467106
81647,PIAB,Picea abies,14,-73.562336,45.460966
81648,PIAB,Picea abies,18,-73.562274,45.460977
81649,POTR,Populus tremuloides,42,-73.538784,45.474835
81650,PIAB,Picea abies,13,-73.562215,45.460973
81651,ULPU,Ulmus pumila,21,-73.561299,45.46711
81652,ULPU,Ulmus pumila,28,-73.561405,45.467111
81653,PIPU,Picea pungens,22,-73.560678,45.461244
81654,PIAB,Picea abies,16,-73.562309,45.460961
81655,QUROFA,Quercus robur 'Fastigiata',20,-73.562324,45.461175
81656,FRAM,Fraxinus americana,21,-73.547507,45.458185
81657,PNSY,Pinus sylvestris,32,-73.567545,45.450589
81658,ACSC,Acer saccharum,55,-73.567954,45.450099
81659,ACSC,Acer saccharum,45,-73.567853,45.44979
81660,ACSC,Acer saccharum,52,-73.567747,45.450006
81661,ACRU,Acer rubrum,52,-73.573632,45.445067
81662,QUROFA,Quercus robur 'Fastigiata',25,-73.562335,45.461239
81663,ACNE,Acer negundo,80,-73.564215,45.454645
81664,ACSA,Acer saccharinum,26,-73.573409,45.445279
81665,ACPL,Acer platanoides,67,-73.573535,45.445257
81666,ACPL,Acer platanoides,35,-73.564322,45.455642
81667,ULPU,Ulmus pumila,24,-73.561217,45.467098
81668,QURU,Quercus rubra,6,-73.537655,45.473619
81669,QURU,Quercus rubra,6,-73.537727,45.473579
81670,QUROFA,Quercus robur 'Fastigiata',16,-73.562346,45.461255
81671,POALPY,Populus alba 'Pyramidalis',8,-73.562508,45.457019
81673,PODE,Populus deltoides,28,-73.546818,45.450938
81674,PNNIAU,Pinus nigra 'Austriaca',29,-73.566781,45.452934
81675,ULAM,Ulmus americana,2,-73.546845,45.45099
81676,SYRE,Syringa reticulata,59,-73.582191,45.437375
81677,ACPL,Acer platanoides,90,-73.576576,45.442608
81678,PNNIAU,Pinus nigra 'Austriaca',29,-73.566791,45.452915
81679,SYRE,Syringa reticulata,33,-73.582766,45.436881
81680,FRPE,Fraxinus pennsylvanica,23,-73.567364,45.45251
81681,POALPY,Populus alba 'Pyramidalis',6,-73.562564,45.456946
81682,PIAB,Picea abies,26,-73.566807,45.45323
81683,ACFR,Acer x freemanii,48,-73.566516,45.453236
81684,ACRU,Acer rubrum,32,-73.566425,45.453167
81685,POBA,Populus balsamifera,19,-73.558996,45.469031
81686,PNNIAU,Pinus nigra 'Austriaca',65,-73.566644,45.453338
81687,PNNIAU,Pinus nigra 'Austriaca',26,-73.562369,45.46464
81688,PNNIAU,Pinus nigra 'Austriaca',83,-73.566738,45.45333
81690,BEPA,Betula papyrifera,51,-73.560957,45.466002
81691,PNNIAU,Pinus nigra 'Austriaca',13,-73.562353,45.46464
81692,ACRU,Acer rubrum,53,-73.566392,45.453177
81693,PNNIAU,Pinus nigra 'Austriaca',24,-73.562297,45.46466
81694,PODE,Populus deltoides,50,-73.564265,45.45419
81695,SYREIS,Syringa reticulata 'Ivory Silk',9,-73.558058,45.456621
81696,ACPLEQ,Acer platanoides 'Emerald Queen',25,-73.56877,45.448348
81697,PIPU,Picea pungens,24,-73.560725,45.461234
81698,POBA,Populus balsamifera,22,-73.559477,45.4693
81699,SYREIS,Syringa reticulata 'Ivory Silk',10,-73.563799,45.456014
81700,ACSASQ,Acer saccharinum 'Silver Queen',37,-73.560102,45.469354
81701,PIPU,Picea pungens,26,-73.560758,45.461174
81702,PIPU,Picea pungens,28,-73.560655,45.461292
81703,PIPU,Picea pungens,26,-73.560704,45.461158
81704,PIPU,Picea pungens,22,-73.560711,45.461312
81705,FRPE,Fraxinus pennsylvanica,32,-73.539745,45.461625
81706,PIPU,Picea pungens,22,-73.560746,45.461342
81707,PODE,Populus deltoides,86,-73.539588,45.461679
81708,CGMO,Crataegus x mordensis,10,-73.557791,45.456584
81709,MAXXRL,Malus 'Royal Splendor',19,-73.557685,45.456533
81710,PIPU,Picea pungens,25,-73.560712,45.461284
81711,POBA,Populus balsamifera,18,-73.559483,45.469102
81712,ACNE,Acer negundo,92,-73.564297,45.454599
81713,SAALTR,Salix alba 'Tristis',68,-73.560892,45.4601
81714,PNCE,Pinus cembra,30,-73.564437,45.467909
81715,LQSTMO,Liquidambar styraciflua 'Moraine',7,-73.563963,45.455828
81716,POBA,Populus balsamifera,31,-73.559348,45.469299
81717,PIPU,Picea pungens,25,-73.560698,45.461206
81718,LQSTMO,Liquidambar styraciflua 'Moraine',7,-73.563871,45.455975
81719,FRAM,Fraxinus americana,61,-73.57483,45.444267
81720,POBA,Populus balsamifera,44,-73.559466,45.469097
81721,PODE,Populus deltoides,41,-73.535303,45.470929
81722,POBA,Populus balsamifera,25,-73.559434,45.4691
81723,PODE,Populus deltoides,81,-73.535214,45.470906
81724,ROPS,Robinia pseudoacacia,8,-73.535093,45.470518
81725,SYREIS,Syringa reticulata 'Ivory Silk',11,-73.563811,45.455972
81726,LQSTMO,Liquidambar styraciflua 'Moraine',7,-73.563895,45.455865
81727,ACRU,Acer rubrum,7,-73.570837,45.446858
81728,ULPU,Ulmus pumila,15,-73.561034,45.467082
81729,ACSA,Acer saccharinum,38,-73.568263,45.448876
81730,ACRU,Acer rubrum,45,-73.566027,45.453572
81731,PNNIAU,Pinus nigra 'Austriaca',18,-73.562344,45.465711
81732,PNNIAU,Pinus nigra 'Austriaca',30,-73.562291,45.465623
81733,ACSA,Acer saccharinum,44,-73.568159,45.448987
81734,CEOC,Celtis occidentalis,7,-73.570718,45.447085
81735,ACPL,Acer platanoides,34,-73.564626,45.455258
81736,QURU,Quercus rubra,31,-73.566292,45.453665
81737,SAALTR,Salix alba 'Tristis',150,-73.561557,45.459214
81738,PNNIAU,Pinus nigra 'Austriaca',23,-73.562301,45.465626
81739,FRAM,Fraxinus americana,24,-73.570676,45.446848
81740,ACSA,Acer saccharinum,36,-73.570559,45.446986
81741,JUNI,Juglans nigra,69,-73.581926,45.438169
81742,QURU,Quercus rubra,20,-73.566312,45.453809
81743,ULPU,Ulmus pumila,30,-73.560388,45.46686
81744,ULPU,Ulmus pumila,42,-73.560476,45.466868
81745,ACPL,Acer platanoides,30,-73.565255,45.454496
81746,ULPU,Ulmus pumila,24,-73.560389,45.466802
81747,ULPU,Ulmus pumila,38,-73.56034,45.466766
81748,ULPU,Ulmus pumila,28,-73.560356,45.466776
81749,GLTRIN,Gleditsia triacanthos var. inermis,31,-73.562343,45.465541
81750,ULPU,Ulmus pumila,17,-73.560603,45.466938
81751,FRAM,Fraxinus americana,22,-73.561038,45.467143
81752,ULPU,Ulmus pumila,47,-73.560688,45.466982
81753,ULPU,Ulmus pumila,47,-73.560911,45.467055
81754,PIPU,Picea pungens,24,-73.562379,45.461978
81755,ACPL,Acer platanoides,26,-73.560945,45.46202
81756,QUMA,Quercus macrocarpa,15,-73.5806,45.438718
81757,POTR,Populus tremuloides,8,-73.548992,45.448673
81758,ACSCTU,Acer saccharum 'Temple Upright',23,-73.552775,45.463918
81760,PIPU,Picea pungens,28,-73.560809,45.461985
81761,POALPY,Populus alba 'Pyramidalis',16,-73.578233,45.440602
81762,POALPY,Populus alba 'Pyramidalis',23,-73.578266,45.440571
81763,JUNI,Juglans nigra,9,-73.553441,45.447786
81764,PIPU,Picea pungens,30,-73.552456,45.464009
81765,SAALTR,Salix alba 'Tristis',95,-73.552293,45.464012
81766,POALPY,Populus alba 'Pyramidalis',25,-73.578326,45.440521
81767,PODE,Populus deltoides,57,-73.554114,45.447168
81768,CEOC,Celtis occidentalis,10,-73.537476,45.473186
81769,QURU,Quercus rubra,9,-73.555089,45.446122
81770,PODE,Populus deltoides,94,-73.554619,45.447662
81771,QURU,Quercus rubra,6,-73.578396,45.440073
81772,ACPL,Acer platanoides,18,-73.560896,45.462218
81773,QURU,Quercus rubra,8,-73.578524,45.440094
81774,SYRE,Syringa reticulata,9,-73.578661,45.43987
81775,MA,Malus,13,-73.562523,45.461899
81776,PIPU,Picea pungens,23,-73.562337,45.461985
81777,ACPL,Acer platanoides,23,-73.561917,45.46207
81778,CEOC,Celtis occidentalis,7,-73.553036,45.447923
81779,PIPU,Picea pungens,23,-73.560737,45.462092
81780,ACPL,Acer platanoides,21,-73.562058,45.462036
81781,PRPN,Prunus pensylvanica,14,-73.580639,45.438771
81782,PRPN,Prunus pensylvanica,16,-73.580603,45.438768
81783,QURU,Quercus rubra,6,-73.578443,45.440154
81784,POBA,Populus balsamifera,22,-73.55933,45.469376
81785,ACSA,Acer saccharinum,84,-73.574737,45.444169
81786,ACPL,Acer platanoides,75,-73.574923,45.444323
81787,GLTRSK,Gleditsia triacanthos 'Skyline',8,-73.559642,45.469336
81788,PODE,Populus deltoides,88,-73.560773,45.459995
81789,PODE,Populus deltoides,26,-73.560785,45.459969
81790,PODE,Populus deltoides,19,-73.560829,45.459959
81791,PODE,Populus deltoides,28,-73.560852,45.459952
81792,PODE,Populus deltoides,48,-73.560881,45.459952
81793,PIPU,Picea pungens,39,-73.574745,45.444426
81794,PIPU,Picea pungens,39,-73.574712,45.444413
81795,PIPU,Picea pungens,32,-73.574765,45.44445
81796,PODE,Populus deltoides,32,-73.560898,45.459951
81797,ACSA,Acer saccharinum,86,-73.574437,45.444549
81798,ACRU,Acer rubrum,48,-73.566522,45.45354
81799,ACPL,Acer platanoides,30,-73.563359,45.457116
81800,POTR,Populus tremuloides,48,-73.537773,45.474039
81801,POTR,Populus tremuloides,20,-73.537743,45.474089
81802,POTR,Populus tremuloides,68,-73.537728,45.474075
81803,CEOC,Celtis occidentalis,10,-73.537476,45.473186
81804,QURU,Quercus rubra,6,-73.53742,45.473103
81805,PODE,Populus deltoides,32,-73.560906,45.459957
81806,PNNIAU,Pinus nigra 'Austriaca',30,-73.562252,45.465651
81807,PODE,Populus deltoides,32,-73.560882,45.459937
81808,POTR,Populus tremuloides,21,-73.536016,45.47198
81809,POALNI,Populus alba 'Nivea',33,-73.560711,45.459901
81810,POBA,Populus balsamifera,36,-73.559279,45.469383
81811,POBA,Populus balsamifera,22,-73.559314,45.46938
81812,FRAMAP,Fraxinus americana 'Autumn Purple',10,-73.562049,45.465734
81813,MA,Malus,15,-73.560906,45.460207
81814,POAL,Populus alba,53,-73.580584,45.438645
81815,POAL,Populus alba,50,-73.58072,45.438675
81816,ACPL,Acer platanoides,20,-73.56156,45.462058
81817,ACSA,Acer saccharinum,77,-73.579109,45.440452
81818,PODE,Populus deltoides,38,-73.554219,45.447336
81819,ULPU,Ulmus pumila,43,-73.562056,45.466422
81820,ULPU,Ulmus pumila,47,-73.562184,45.466378
81821,PODE,Populus deltoides,84,-73.554348,45.447391
81822,ULPU,Ulmus pumila,44,-73.562084,45.466488
81823,QURU,Quercus rubra,6,-73.537727,45.473579
81824,ACPL,Acer platanoides,24,-73.56167,45.462066
81825,FRAM,Fraxinus americana,42,-73.552931,45.463576
81827,ACSC,Acer saccharum,68,-73.578641,45.441239
81828,ACPL,Acer platanoides,18,-73.561521,45.462025
81829,ACPL,Acer platanoides,20,-73.561877,45.462054
81830,ACSC,Acer saccharum,92,-73.578486,45.441237
81831,QURU,Quercus rubra,6,-73.537655,45.473619
81832,PIGL,Picea glauca,18,-73.53971,45.462285
81833,POTR,Populus tremuloides,42,-73.538784,45.474835
81834,SOAU,Sorbus aucuparia,8,-73.554511,45.446503
81835,PODE,Populus deltoides,11,-73.5536,45.447528
81836,FRPE,Fraxinus pennsylvanica,32,-73.539745,45.461625
81837,ULPU,Ulmus pumila,51,-73.562142,45.466622
81838,AEGL,Aesculus glabra,21,-73.552315,45.463777
81839,PODE,Populus deltoides,58,-73.554311,45.447352
81840,QURU,Quercus rubra,10,-73.555035,45.446099
81841,PIPU,Picea pungens,27,-73.560768,45.462019
81842,PIPU,Picea pungens,30,-73.560888,45.461951
81843,FRNI,Fraxinus nigra,10,-73.553648,45.447484
81844,ACPL,Acer platanoides,20,-73.561475,45.462051
81845,ACPL,Acer platanoides,23,-73.561838,45.46206
81846,ACPL,Acer platanoides,21,-73.561777,45.462033
81847,QURU,Quercus rubra,8,-73.553581,45.447556
81848,ROPS,Robinia pseudoacacia,8,-73.535093,45.470518
81849,PIPU,Picea pungens,23,-73.579838,45.439259
81850,PIPU,Picea pungens,24,-73.560833,45.461956
81851,ULPU,Ulmus pumila,31,-73.578873,45.440059
81852,MA,Malus,18,-73.58061,45.438806
81853,AM,Amelanchier,6,-73.580724,45.438824
81854,ULPU,Ulmus pumila,42,-73.578825,45.440054
81855,PIPU,Picea pungens,24,-73.562336,45.461966
81856,PIPU,Picea pungens,26,-73.562397,45.461936
81857,CEOC,Celtis occidentalis,20,-73.580788,45.438693
81858,ACPL,Acer platanoides,22,-73.560861,45.462126
81859,FRAM,Fraxinus americana,18,-73.580527,45.438962
81860,ACPL,Acer platanoides,22,-73.56228,45.462089
81861,ACPL,Acer platanoides,20,-73.560889,45.462339
81862,BENIHE,Betula nigra 'Heritage',13,-73.580335,45.438684
81863,PRPN,Prunus pensylvanica,20,-73.580547,45.438774
81864,PNST,Pinus strobus,22,-73.579702,45.43925
81865,PIPU,Picea pungens,22,-73.562375,45.462023
81866,MA,Malus,13,-73.560704,45.461948
81867,MA,Malus,14,-73.560717,45.461982
81868,PIPU,Picea pungens,24,-73.560759,45.462057
81869,JUCI,Juglans cinerea,14,-73.555327,45.44615
81870,PIPU,Picea pungens,24,-73.560683,45.46208
81871,PIPU,Picea pungens,20,-73.560806,45.462131
81872,PIPU,Picea pungens,27,-73.560888,45.461975
81873,ACNE,Acer negundo,6,-73.567133,45.451664
81874,ACNE,Acer negundo,11,-73.567142,45.45168
81875,ACPL,Acer platanoides,12,-73.567108,45.451693
81876,ACRU,Acer rubrum,34,-73.566444,45.453698
81877,FRPE,Fraxinus pennsylvanica,48,-73.549808,45.465393
81879,CEOC,Celtis occidentalis,34,-73.579486,45.439551
81881,FRPE,Fraxinus pennsylvanica,57,-73.549737,45.465445
81882,FREX,Fraxinus excelsior,11,-73.567138,45.452036
81883,SAAL,Salix alba,49,-73.552929,45.462604
81884,PODE,Populus deltoides,24,-73.550801,45.465955
81885,SAALTR,Salix alba 'Tristis',64,-73.553144,45.462206
81886,CEOC,Celtis occidentalis,21,-73.546938,45.465385
81887,ACPLDE,Acer platanoides 'Deborah',32,-73.571176,45.446693
81888,ACPL,Acer platanoides,27,-73.561007,45.461654
81889,ACPL,Acer platanoides,24,-73.560904,45.461648
81890,FRPE,Fraxinus pennsylvanica,19,-73.572391,45.446496
81891,SAALTR,Salix alba 'Tristis',72,-73.554311,45.459507
81892,ACSC,Acer saccharum,41,-73.57223,45.446481
81894,CEOC,Celtis occidentalis,15,-73.547239,45.465407
81895,ACPL,Acer platanoides,9,-73.547093,45.465902
81896,ULAM,Ulmus americana,83,-73.571303,45.446965
81897,SAALTR,Salix alba 'Tristis',102,-73.553214,45.462127
81898,SAALTR,Salix alba 'Tristis',120,-73.553166,45.462023
81899,SAALTR,Salix alba 'Tristis',65,-73.553997,45.460145
81900,AECABR,Aesculus carnea 'Briotii',5,-73.547256,45.4651
81901,SAAL,Salix alba,72,-73.553016,45.462525
81902,ACPL,Acer platanoides,9,-73.547093,45.465902
81903,CEOC,Celtis occidentalis,21,-73.546938,45.465385
81904,ULAM,Ulmus americana,8,-73.5671,45.451813
81905,PODE,Populus deltoides,107,-73.551548,45.465142
81906,PODE,Populus deltoides,37,-73.551576,45.465094
81907,PODE,Populus deltoides,38,-73.551574,45.46509
81908,PODE,Populus deltoides,48,-73.551505,45.465204
81909,ACPLDE,Acer platanoides 'Deborah',20,-73.547211,45.465035
81910,ULAM,Ulmus americana,8,-73.56712,45.451765
81911,FRPE,Fraxinus pennsylvanica,22,-73.568445,45.448854
81912,ACNE,Acer negundo,9,-73.567106,45.451763
81913,PODE,Populus deltoides,29,-73.551433,45.465252
81914,CEOC,Celtis occidentalis,15,-73.547239,45.465407
81915,ACPLDE,Acer platanoides 'Deborah',14,-73.546929,45.465061
81916,SAALTR,Salix alba 'Tristis',43,-73.550559,45.464706
81917,ACPL,Acer platanoides,27,-73.561189,45.46162
81918,ACPL,Acer platanoides,38,-73.551259,45.463958
81919,ACPL,Acer platanoides,6,-73.567117,45.451709
81920,ACPL,Acer platanoides,7,-73.567156,45.451589
81922,ACNE,Acer negundo,18,-73.551238,45.451237
81923,GLTRSH,Gleditsia triacanthos 'Shademaster',32,-73.567149,45.452177
81924,ACFR,Acer x freemanii,42,-73.56933,45.448088
81925,MA,Malus,51,-73.550868,45.464027
81926,PODE,Populus deltoides,21,-73.550834,45.465942
81927,ULAM,Ulmus americana,5,-73.549083,45.448681
81928,ACPL,Acer platanoides,18,-73.5609,45.46229
81929,JUNI,Juglans nigra,13,-73.554633,45.446244
81930,POAL,Populus alba,43,-73.580655,45.438661
81931,PIPU,Picea pungens,23,-73.56071,45.462034
81932,POAL,Populus alba,35,-73.580699,45.438675
81933,QUMA,Quercus macrocarpa,21,-73.580563,45.438724
81934,PIPU,Picea pungens,25,-73.560776,45.46197
81935,PIPU,Picea pungens,28,-73.539668,45.462452
81936,ACPL,Acer platanoides,19,-73.562796,45.461933
81937,ROPS,Robinia pseudoacacia,23,-73.551813,45.448167
81938,MA,Malus,13,-73.562663,45.46188
81939,ACPLEQ,Acer platanoides 'Emerald Queen',28,-73.540536,45.462024
81940,MA,Malus,14,-73.562571,45.46188
81941,FRPE,Fraxinus pennsylvanica,20,-73.56211,45.463842
81942,ULPU,Ulmus pumila,18,-73.561757,45.464771
81943,ACPLDE,Acer platanoides 'Deborah',31,-73.561108,45.463122
81944,FRPE,Fraxinus pennsylvanica,41,-73.567147,45.452933
81945,FRPE,Fraxinus pennsylvanica,11,-73.566332,45.453322
81946,PNNIAU,Pinus nigra 'Austriaca',40,-73.566306,45.453338
81947,ULPU,Ulmus pumila,44,-73.561691,45.464621
81948,POALNI,Populus alba 'Nivea',32,-73.560932,45.459571
81949,POALPY,Populus alba 'Pyramidalis',28,-73.560944,45.459549
81950,FRAMKL,Fraxinus americana 'Kleinberg',13,-73.556507,45.456118
81951,UL,Ulmus,17,-73.567157,45.451661
81952,POALPY,Populus alba 'Pyramidalis',46,-73.561009,45.459446
81953,POALPY,Populus alba 'Pyramidalis',46,-73.561027,45.459428
81954,POALPY,Populus alba 'Pyramidalis',24,-73.561057,45.459376
81955,POALPY,Populus alba 'Pyramidalis',38,-73.561075,45.459352
81956,POALPY,Populus alba 'Pyramidalis',31,-73.561151,45.459241
81958,ACPL,Acer platanoides,5,-73.567169,45.451613
81959,POALPY,Populus alba 'Pyramidalis',46,-73.561175,45.459201
81960,POALPY,Populus alba 'Pyramidalis',68,-73.561333,45.458961
81961,FRPE,Fraxinus pennsylvanica,20,-73.561829,45.463766
81962,POALPY,Populus alba 'Pyramidalis',60,-73.5609,45.459627
81963,ACNE,Acer negundo,12,-73.567176,45.45158
81964,POALPY,Populus alba 'Pyramidalis',51,-73.560916,45.459601
81965,ACPLEQ,Acer platanoides 'Emerald Queen',15,-73.540334,45.461918
81966,ULAM,Ulmus americana,15,-73.56717,45.451558
81967,MA,Malus,9,-73.562273,45.461884
81968,ULAM,Ulmus americana,7,-73.567241,45.451458
81969,ACPLEQ,Acer platanoides 'Emerald Queen',26,-73.556165,45.461617
81970,ACPLEQ,Acer platanoides 'Emerald Queen',28,-73.540604,45.462063
81971,ACSC,Acer saccharum,25,-73.567482,45.449589
81972,ULAM,Ulmus americana,7,-73.567236,45.451468
81973,TICO,Tilia cordata,53,-73.565736,45.453916
81974,ACPLEQ,Acer platanoides 'Emerald Queen',23,-73.55627,45.461465
81975,FRAMKL,Fraxinus americana 'Kleinberg',13,-73.556505,45.456256
81976,ACSALA,Acer saccharinum 'Laciniatum',22,-73.557546,45.456929
81977,ACPLEQ,Acer platanoides 'Emerald Queen',15,-73.540347,45.462064
81978,FRAMKL,Fraxinus americana 'Kleinberg',15,-73.556504,45.455492
81979,ULAM,Ulmus americana,9,-73.567137,45.451693
81981,ACNE,Acer negundo,19,-73.560696,45.460573
81982,ACPLEQ,Acer platanoides 'Emerald Queen',28,-73.540536,45.462024
81983,ACPLEQ,Acer platanoides 'Emerald Queen',28,-73.540604,45.462063
81984,ACNE,Acer negundo,20,-73.560695,45.460578
81985,ACNE,Acer negundo,19,-73.560676,45.460559
81986,ACPL,Acer platanoides,22,-73.561385,45.462047
